"PROVINCIA","COMUNE","LOCALITA","TIPOLOGIA","TIPOLOGIA SECONDARIA" ,"DENOMINAZIONE","INDIRIZZO","NUMERO CIVICO","INTERNO","CAP","TELEFONO","FAX","EMAIL","SITO WEB","ZONA" ,"PISCINA","PISCINA COPERTA","RISTORANTE","PARCHEGGIO","SALA CONFERENZE","ARIA CONDIZIONATA","GIOCHI BIMBI","SAUNA","SOLARIUM","FITNESS","ANIMALI AMMESSI","CENTRO STORICO","ZONA FIERA","LAGO","AEROPORTO","AUTOSTRADA","IMPIANTI RISALITA","STAZIONE FS","MARE","TERMALE","PERIFERIA","COLLINARE","INGLESE","FRANCESE","TEDESCO","SPAGNOLO","CHIUSURA TEMPORANEA" ,"CODICE IDENTIFICATIVO","DATA ULTIMA MODIFICA","CLASSIFICAZIONE"
"VENEZIA","VENEZIA","","CAMERE","","ALLOGGI MARINELLA","Santa Croce","345/347","","30135","0412759457 - 3384245792","041710386","info@locandamarinella.com","","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",30175,"03/06/2020","3 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ALLOGGI NOVECENTO 1","San Marco","2683","","30124","0412413765","0415212145","info@novecento.biz","www.novecento.biz","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",30137,"01/06/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ALLOGGI NOVECENTO 2","San Marco","2683","","30124","0412413765","0415212145","info@novecento.biz","www.novecento.biz","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",30138,"01/06/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ALLOGGI OLIMPIA - (temp. chiusa) ","Santa Croce","398","","30135","041711041","0415246777","a.tiengo@hotel-olimpia.com","","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Vero",30120,"01/06/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ALLOGGI OLIMPIA II - (temp. chiusa) ","Santa Croce","394","","30135","0415288631","0415246777","a.tiengo@hotel-olimpia.com","","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Vero",30219,"01/06/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ALLOGGI OLIMPIA 1° - (temp. chiusa) ","Santa Croce","368","","30135","041711401","0415246777","a.tiengo@hotel-olimpia.com","","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Vero",30170,"01/06/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ALLOGGI PIAVE 1","Castello","4846/47","","30122","0415285174","0415238512","info@hotelalpiave.com","www.hotelalpiave.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Vero",30088,"08/06/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ALLOGGI PIAVE 2","Castello","4847","","30122","0415285174","0415238512","info@hotelalpiave.com","www.hotelalpiave.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Vero",30089,"08/06/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ALLOGGI SANTA MARGHERITA","DORSODURO","2967/A","","30123","3478990397, 041/09884","041/098841","info@hotelcanobilecorner.it","","venezia","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso",30182,"19/05/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ALLOGGI SANTA SOFIA","Cannaregio","4185","","30121","0412770997","0415206998","info@alloggisantasofia.com","www.alloggisantasofia.com","venezia","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso",30094,"30/05/2018","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ALLOGGI SARDEGNA","Cannaregio","2655","","30121","041722231","041720714","alloggi.sardegna@hotmail.it","www.alloggisardegna.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Falso",30095,"06/08/2018","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ANTICA CASA COPPO","San Marco","4322/1-2","","30125","0415221947","0412770843","info@anticacasacoppo.it","www.anticacasacoppo.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",30248,"20/05/2021","3 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ANTICA CASA COPPO UNO","San Marco","4320- 4322","","30124","0415221947; 3489328985","","info@anticacasacoppo.it","www.anticacasacoppo.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",30268,"20/05/2021","3 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ANTICA RAFFINERIA 1","CANNAREGIO","2607/A","","30121","041 2750804","041 2758220","info@anticaraffineria.it","www.anticaraffineria.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",30336,"21/08/2018","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ANTICA RAFFINERIA 2","CANNAREGIO","2607/A PIANO SECONDO","","30121","041 2750804","041 2758220","info@anticaraffineria.it","www.anticaraffineria.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",30338,"20/08/2018","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ANTICA VENEZIA","San Marco","1672","","30124","0415287000 - 3288486385 - 0418628572","0415230880","info@anticavenezia.com","www.anticavenezia.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Vero",30189,"28/11/2020","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ANTICA VENEZIA 2","San Marco","1672","","30124","0415287000 - 3288486385 - 0418628572","0418622051","info@anticavenezia.com","www.anticavenezia.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Vero",30227,"28/11/2020","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ANTICO CAPON 1 - (temp. chiusa) ","DORSODURO","2967/A","","30123","3478990397, 041/09884","041/098841","info@hotelcanobilecorner.it","","venezia","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Vero",30183,"19/05/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ANTICO CASIN","SAN MARCO","1520/A","","30124","0412410384 - 3488266162","0415202460","info@anticocasin.com","www.anticocasin.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",30053,"16/02/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ANTICO FIORE","SAN  MARCO","3486","","30124","041 5227941","041 2417853","info@anticofiore.com","www.anticofiore.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Falso",30074,"09/06/2020","3 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ANTICO PORTEGO II°","CANNAREGIO","1414/A","","30121","3474958326","","info@bbanticoportego.com","www.bbanticoportego.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso",52095,"12/02/2020","4 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","APOSTOLI PALACE","CANNAREGIO","4702","","30131","0415203177","0415203195","info@apostolipalace.com","www.apostolipalace.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Vero",30156,"25/04/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ARCHIE'S HOUSE","Cannaregio","1814/B","","30121","041720884 - 3285714555","041720884","springbeauty1978@gmail.com","","venezia","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso",30214,"27/04/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","ART DECO - (temp. chiusa) ","San Marco","2966 PIANO T 1 e 2","","30100","0412770558","0412702891","info@artdecovenezia.it","www.locandaartdeco.com","venezia","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Vero",30054,"07/01/2020","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","AVOGARIA","DORSODURO","1629","","30123","041 2960491","041 5205741","info@avogaria.com","www.avogaria.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso",45295,"18/11/2020","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","BADOER GRITTI - (temp. chiusa) ","CASTELLO","3608","","30122","041 5285315","041 5238859","info@venicelaresidenza.com","www.venicelaresidenza.com","venezia","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero",30345,"05/05/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","B&B ALLEGRI - (temp. chiusa) ","San Marco","4966","","30100","0415232233","0418623786","info@bareteri.it","www.bareteri.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Vero",30208,"30/11/2020","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","BEST HOLIDAYS VENICE","SAN POLO","1615","","30100","339-7930894 041-5242874","041/5242874","info@bestholidaysvenice.com","www.bestholidaysvenice.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Vero",103762,"03/06/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA'  ANGELI","SAN POLO","1434","","30125","041 5232480","041 2417077","info@caangeli.it","www.caangeli.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso",30337,"21/08/2018","4 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA'  LEON","SANTA CROCE","608","","30135","041-2750803","041-5246550","info@caleon.it","www.caleon.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso",30326,"21/08/2018","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' AMADI","CANNAREGIO","5815","","30131","041 5285210","041 2418479","info@caamadi.com, pierpaolo.florian@gmail.com","www.caamadi.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Falso",30196,"05/01/2021","4 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' ARCO ANTICO","San Polo","1451","","30125","0412411227","0412411227","info@gkkvenezia.com","www.gkkvenezia.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",30240,"27/03/2020","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' BAUTA - (temp. chiusa) ","CASTELLO","6457","","30122","0412413787","0415212313","info@cabauta.com","www.cabauta.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Vero",30117,"13/04/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' CENTO PIETRE","Dorsoduro","1198","","30123","0412960838","0412447118","info@centopietre.net","www.centopietre.net","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso",30280,"17/09/2018","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' CORRER","Castello","4370","","30122","041/5234545 - 3471561330","041/5211023","info@hotelcastello.it","www.hotelcastello.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",30168,"19/06/2019","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEI CEDRI","CORSO DEL POPOLO","146/B","","30100","3458123054","041/680813","ALBERTO.TANDUO@GMAIL.COM","VENEZIAROOMS.COM","venezia","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso",337645,"20/04/2020","4 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEI DOGI","Castello","4242","","30122","0412413751","0415285403","info@cadeidogi.it","","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Vero",30250,"25/11/2019","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEI LEONCINI - (temp. chiusa) ","CANNAREGIO","564/D","","30121","0415244138","0415244155","ai2leoni@libero.it","WWW.AIDUELEONCINI.IT","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Vero",30222,"01/04/2020","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEI LEONI - (temp. chiusa) ","Cannaregio","565","","30121","0415244138","0415244155","ai2leoni@libero.it","www.cadeileoni.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Vero",30112,"01/04/2020","4 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEL BROCCHI - (temp. chiusa) ","Dorsoduro","470","","30123","0415226989","0415226989","locanda@cadelbrocchi.com","www.cadelbrocchi.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Vero",30181,"05/05/2021","3 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEL CAMPO 1 - (temp. chiusa) ","San Marco","511","","30124","0412411660","0412443765","info@cadelcampo.it","www.cadelcampo.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Vero",30075,"08/04/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEL CAMPO 2 - (temp. chiusa) ","San Marco","511 PIANO SECONDO","","30124","0412411660","0412443765","info@cadelcampo.it","www.cadelcampo.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Vero",30076,"08/04/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEL CAMPO 3 - (temp. chiusa) ","San Marco","511, piano terzo e quarto","","30124","0412411660","0412443765","info@cadelcampo.it","www.cadelcampo.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Vero",30077,"08/04/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEL CONSOLE","Castello, Calle del Console/Calle Trevisana","6217-6240","","30122","0415233164","0412443396","info@locandacadelconsole.com","www.locandacadelconsole.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",30213,"28/05/2018","3 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEL CONTE 1","Castello","4428","","30122","0412770500","0412770727","info@cadeiconti.com","www.cadeiconti.com","venezia","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",30278,"23/02/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEL CONTE 2","Castello","4428","","30122","0412770500","0412770727","info@cadeiconti.com","www.cadeiconti.com","venezia","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",30279,"23/02/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEL CONTE 3","Castello","4428","","30122","0412770500","0412770727","info@cadeiconti.com","www.cadeiconti.com","venezia","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",30290,"23/02/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEL DOSE","Castello","3801","","30122","0415209887","0415209887","info@cadeldose.com","www.cadeldose.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso",30139,"24/03/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEL DUCA","SAN MARCO","916","","30124","041-2960363","041-2447413","info@cadelduca.com","www.cadelduca.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso",30171,"20/05/2021","3 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DEL NOBILE","SAN MARCO","987","","30124","0415283473","0418623431","info@cadelnobile.com","www.cadelnobile.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",30188,"05/06/2020","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DELLA CORTE","Dorsoduro","3560","","30123","041 715877","041 722345","info@cadellacorte.com","www.cadellacorte.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",30262,"23/10/2018","4 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DELL'ANGELO","SAN MARCO","2059/A","","30124","3388547207","","INFO@GUESTHOUSECADELLANGELOVENICE.COM","WWW.CADELLANGELO.IT","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso",198860,"17/09/2018","4 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DOGARESSA - (temp. chiusa) ","CANNAREGIO","1018","","30100","0412759441 - 3334245436","0412757771","info@cadogaressa.com, cannaregiorooms@gmail.com","www.cadogaressa.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Vero",30191,"23/04/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' DOGE","SANTA CROCE","467/E","","30100","0415286975","","info@cadoge.it","www.cadoge.it","venezia","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",30226,"18/05/2021","3 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' D'ORO","Cannaregio","4603","","30131","0412411212","0412414385","info@venicehotelcadoro.com","www.venicehotelcadoro.com","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",30134,"24/09/2018","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' ELISA","CASTELLO, 5309","5309","","30100","3408989049","","LUXURYVENETIANROOMS@GMAIL.COM","","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso",236325,"25/01/2021","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' FONTANEA","CANNAREGIO","786","","30121","041716648","0412759458","info@cafontanea.it, amministrazione@dorsoduro.biz","www.cafontanea.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",30288,"13/07/2020","3 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' FORMOSA","Castello","4857","","30122","0410988202","0410988203","info@caformosa.it","www.caformosa.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Vero",30312,"16/01/2020","2 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' FORTUNY 1","SAN MARCO","3752","","30124","0412411942","0412410011","cafortunyconcierge@gmail.com","www.cafortuny.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",30313,"26/07/2018","4 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' FORTUNY 2","SAN MARCO","3752","","30124","0412411942","0412410011","CAFORTUNYCONCIERGE@GMAIL.COM","www.cafortuny.it","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",30314,"26/07/2018","4 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' FORTUNY 3","SAN MARCO","3752","","30124","0412411942","0412410011","cafortunyconcierge@gmail.com","","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",30315,"03/06/2021","4 Leoni"
"VENEZIA","VENEZIA","","CAMERE","","CA' FUJIYAMA","dorsoduro","2727 -  2727 A","","30123","0417241042","0412771969","info@fujiyama.life","www.fujiyama.life","venezia","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",30257,"26/07/2018","2 Leoni"
